accX,accY,accZ
4.235,-4.078,0.941
4.863,-5.804,0.941
4.863,-6.588,0.941
4.549,-7.059,1.412
3.765,-7.373,1.412
2.196,-8.157,1.098
2.039,-8.784,0.314
2.196,-9.255,0
1.725,-10.824,-1.098
1.255,-11.608,-1.882
1.098,-13.02,-2.824
0.627,-14.118,-3.451
-1.725,-16.627,-5.333
-3.137,-17.098,-6.118
-4.235,-17.412,-7.216
-4.863,-17.569,-8.157
-6.431,-18.353,-9.098
-11.294,-19.451,-9.569
-14.588,-20.078,-10.353
-21.961,-22.588,-12.392
-26.353,-24,-14.118
-32.157,-26.039,-16.784
-35.137,-20.392,-19.137
-34.039,-16.314,-19.451
-30.745,-9.569,-19.137
-29.02,-6.588,-18.824
-30.118,-2.98,-20.392
-32.157,-1.569,-21.647
-34.196,-0.314,-20.706
-34.039,-2.039,-19.451
-31.373,-7.373,-18.98
-17.882,-7.686,-18.353
4.706,-15.686,-2.667
80,-40.784,17.412
19.294,-33.255,-15.373
-58.824,-22.745,-13.647
-16,-12.392,1.569
1.255,-16.941,-6.431
-19.137,3.451,-5.804
-9.098,5.961,-9.412
-4.549,-6.745,-0.314
-6.902,-13.333,0.157
-4.078,-14.588,-6.902
-4.392,-14.431,-5.02
-2.196,-14.588,-4.392
-3.294,-13.647,-3.137
-1.882,-8.784,-2.353
-2.98,-6.745,-2.824
-3.451,-7.059,-2.667
-2.667,-8.941,-3.765
-1.412,-9.725,-4.235
2.353,-10.353,-4.549
3.451,-10.353,-5.176
2.98,-10.824,-2.51
1.098,-9.255,-2.824
0.784,-9.255,-2.51
0.941,-9.569,-3.137
0.157,-9.098,-3.294
-0.157,-9.569,-3.608
-0.314,-9.725,-3.765
0.157,-9.569,-4.706
0.784,-9.725,-4.392
1.882,-9.882,-3.922
1.255,-10.039,-3.922
0.941,-10.353,-3.137
-0.314,-10.667,-3.137
-1.098,-10.51,-2.98
-1.255,-10.196,-2.667
-0.784,-9.882,-2.98
-0.471,-10.039,-2.824
0.471,-11.451,-4.078
0.314,-11.137,-4.549
0,-11.294,-3.765
0,-10.667,-3.608
-0.157,-9.882,-2.51
0.157,-10.039,-1.569
0.627,-10.196,-0.627
0.784,-10.824,-0.784
0.157,-12.392,-1.725
0,-14.431,-2.667
-0.157,-15.216,-3.294
0,-16.157,-2.98
0.157,-16.314,-2.196
1.255,-16.471,-1.255
1.725,-16.784,-0.784
3.137,-17.882,0
3.922,-18.353,0
5.804,-19.137,0.627
9.882,-20.706,4.549
10.353,-20.863,1.412
7.059,-21.176,-0.784
5.804,-21.02,-3.922
3.451,-23.843,-5.49
4.392,-26.98,-4.235
11.137,-27.765,-10.98
16.941,-25.569,-12.863
13.961,-24.157,-11.451
1.569,-21.02,-7.843
0.471,-19.608,-9.569
3.451,-18.667,-10.51
0.784,-16.784,-7.529
5.176,-13.647,-4.078
10.667,-14.431,-1.255
11.137,-12.235,0
9.569,-6.431,1.725
8.471,-4.549,1.725
4.863,-3.137,0.941
3.922,-2.51,0.627
5.02,-2.667,0.627
5.333,-2.98,0.627
5.333,-3.922,0.627
4.706,-5.02,0.784
4.078,-5.49,0.941
2.667,-6.588,0.941
2.353,-7.059,0.941
2.039,-8,1.255
1.882,-8.471,1.255
1.412,-10.196,0.627
0.941,-10.824,0.627
0.314,-12.078,0.314
0.471,-13.804,-0.314
-0.314,-15.373,-0.627
-3.137,-18.039,-1.412
-4.078,-18.98,-1.882
-4.706,-20.235,-2.824
-5.333,-20.392,-3.765
-8.157,-21.176,-5.647
-14.275,-22.118,-7.843
-17.255,-22.588,-9.569
-21.176,-23.843,-12.706
-22.588,-24.471,-15.059
-23.059,-24.157,-19.922
-23.059,-22.275,-21.647
-23.059,-14.902,-25.882
-24.471,-10.667,-27.451
-29.333,-2.51,-26.667
-35.137,0.157,-25.569
-38.431,0.627,-25.882
-39.059,0.627,-26.039
-36.549,-1.255,-25.098
-26.51,-5.647,-26.196
-23.529,-4.235,-24.784
15.059,-18.667,-5.647
78.431,-35.922,0.157
12.078,-33.255,-20.392
-48.627,-28.706,-14.118
-9.725,-16.784,6.902
2.824,-9.725,1.882
-14.902,5.02,-8.784
-13.647,7.843,-16.314
-7.373,-5.333,-8
-7.686,-15.529,-5.176
-3.608,-12.392,-7.373
-3.294,-12.549,-4.706
-1.882,-14.275,-4.863
-1.255,-13.647,-4.863
-2.51,-9.725,-1.882
-3.765,-7.843,-1.725
-3.137,-7.216,-1.882
-3.765,-9.255,-3.294
-1.882,-10.039,-3.451
0.627,-10.196,-5.02
1.725,-10.039,-4.706
1.569,-10.667,-2.039
2.196,-9.882,-2.353
1.412,-9.098,-2.667
1.255,-9.255,-2.824
1.098,-8.627,-3.451
0.941,-9.569,-3.451
1.412,-9.725,-3.451
1.255,-9.255,-3.922
1.255,-9.255,-3.765
0.941,-8.627,-3.765
1.412,-8.941,-3.922
1.255,-9.725,-3.765
0.314,-10.353,-3.137
-0.314,-10.51,-3.137
-0.627,-10.196,-3.137
-0.314,-9.725,-3.608
-0.157,-9.098,-3.922
0.314,-9.412,-4.078
0.471,-10.039,-5.02
0.157,-10.353,-4.706
0,-10.196,-3.922
-0.314,-9.255,-3.137
0.157,-9.725,-2.196
0.627,-10.51,-2.51
0.941,-11.137,-2.353
0.784,-13.02,-2.98
0.627,-14.275,-3.451
0.314,-15.686,-3.451
0.157,-16.157,-3.765
-0.471,-15.686,-2.667
-0.314,-16,-1.255
-0.471,-16.314,-1.098
0.471,-18.196,0
0.627,-18.51,-0.471
2.667,-19.922,0.627
5.647,-21.804,4.235
6.118,-23.373,1.255
9.255,-24.627,1.882
8.627,-22.588,-1.725
5.02,-23.216,-3.451
3.922,-25.725,-2.667
10.039,-26.98,-10.353
17.569,-25.569,-13.333
23.843,-24,-11.451
16.471,-23.686,-5.49
6.431,-18.51,-7.686
-3.922,-21.176,-7.529
-2.824,-17.569,-12.235
0.471,-11.294,-7.373
4.235,-11.765,-2.824
13.49,-14.275,0.314
17.098,-12.392,3.137
14.588,-4.706,3.922
9.098,-2.196,3.608
6.275,-2.51,2.824
4.235,-2.353,1.569
5.176,-2.824,1.725
5.333,-5.333,1.255
5.333,-6.118,1.255
4.863,-6.745,1.725
4.392,-6.902,1.725
2.824,-7.843,1.725
2.196,-8.784,1.098
1.882,-9.098,0.627
2.039,-9.882,-0.314
1.725,-10.824,-0.627
0.784,-12.549,-1.882
0.314,-13.176,-2.51
-0.627,-14.588,-3.922
-1.882,-16.471,-5.49
-2.51,-16.627,-6.275
-3.294,-17.098,-7.843
-4.078,-17.412,-8
-7.373,-18.667,-8.784
-9.725,-19.294,-9.412
-17.255,-21.176,-10.196
-21.49,-23.059,-11.137
-28.235,-24.941,-15.216
-30.431,-23.843,-18.98
-30.745,-21.961,-19.137
-29.804,-16.157,-18.98
-28.078,-12.549,-18.51
-26.98,-7.373,-19.608
-29.333,-5.647,-21.02
-35.137,-1.725,-23.216
-34.667,-3.137,-21.49
-34.196,-6.588,-20.078
-32.784,-6.588,-16.157
-23.686,-8,-17.098
29.647,-27.451,9.255
79.686,-39.216,18.039
-27.451,-33.569,-10.667
-60.549,-25.255,-8
-3.137,-13.176,10.667
-9.255,-8.157,-10.51
-12.706,5.333,-14.745
-5.02,2.039,-7.059
-2.98,-8.157,-3.608
-7.529,-14.275,-4.078
-6.588,-13.961,-5.804
-6.275,-15.373,-4.078
-3.294,-15.529,-5.02
-1.882,-11.922,-3.451
-1.098,-7.843,-2.039
-1.882,-6.588,-2.353
-2.51,-7.529,-2.667
-2.196,-8.627,-3.451
-0.157,-10.51,-3.451
0.471,-11.451,-3.451
2.667,-10.824,-5.02
2.353,-10.667,-1.725
1.412,-9.255,-2.353
1.255,-8.941,-2.196
1.725,-8.941,-1.882
1.569,-8.627,-3.294
1.882,-9.725,-2.98
0.471,-9.882,-3.608
0.627,-9.882,-4.235
2.039,-9.725,-3.451
2.51,-9.412,-3.608
2.824,-10.039,-3.451
1.725,-10.196,-3.765
0,-10.353,-3.451
-0.471,-10.98,-3.294
-0.941,-10.51,-3.451
-0.157,-10.353,-3.137
-0.157,-10.039,-3.608
-0.157,-10.51,-3.451
-0.471,-10.51,-3.922
-0.471,-10.51,-3.765
0.157,-10.039,-3.294
-0.314,-9.569,-3.137
0.471,-10.51,-1.882
0.941,-10.824,-2.039
0.784,-12.078,-1.882
1.098,-13.804,-3.294
0.627,-14.431,-3.294
0.471,-16.157,-2.824
0.471,-16.157,-2.98
0.314,-16.314,-1.098
0.941,-16.784,-0.314
1.569,-17.255,0.627
2.98,-18.353,1.412
4.235,-18.667,0.941
8.784,-21.176,4.549
9.569,-21.804,1.412
7.686,-23.059,0
6.588,-22.588,-2.196
2.667,-23.216,-4.706
2.353,-26.196,-3.451
11.608,-27.137,-13.02
16.157,-26.196,-13.804
14.275,-24.784,-11.922
3.137,-22.902,-6.902
0.627,-21.176,-8.314
1.882,-18.667,-10.196
2.039,-16.627,-7.216
5.804,-13.804,-2.98
11.608,-14.745,-0.627
12.706,-12.863,0.941
10.667,-6.275,1.882
9.098,-4.235,2.039
5.176,-2.667,1.098
4.235,-2.51,0.627
4.706,-2.667,0.471
5.647,-2.98,0.314
6.118,-4.235,0.627
5.333,-5.02,1.098
4.392,-5.49,1.255
2.824,-6.275,1.412
2.196,-6.431,1.255
2.353,-6.902,0.784
2.51,-7.686,0.471
2.353,-9.098,-0.157
1.725,-10.353,-0.941
1.098,-11.294,-1.098
0.471,-12.549,-2.196
0.314,-13.176,-2.51
-1.725,-15.373,-4.078
-2.353,-16.157,-4.392
-3.451,-17.569,-5.647
-4.078,-18.039,-6.275
-6.588,-18.667,-7.686
-10.353,-19.294,-8.941
-12.706,-19.765,-9.882
-20.392,-21.647,-11.137
-24.314,-23.059,-12.863
-29.961,-24.471,-16.471
-31.843,-23.686,-18.51
-33.569,-18.98,-20.706
-32.471,-15.373,-21.333
-28.392,-7.686,-21.176
-29.49,-3.451,-20.706
-32.157,-3.137,-21.647
-35.922,-1.098,-21.333
-35.608,-1.412,-20.235
-29.647,-6.275,-19.451
-27.608,-5.961,-18.667
-10.353,-4.863,-18.353
53.176,-25.098,5.49
75.608,-35.765,8.941
-54.431,-37.176,-4.863
-53.647,-26.196,-9.725
1.882,-17.412,3.294
2.196,-13.49,-9.255
-14.118,8.627,-9.255
-10.196,7.373,-5.176
-7.059,-10.824,-2.196
-6.902,-13.961,-5.49
-5.647,-14.275,-4.706
-4.706,-15.843,-2.824
-3.137,-15.373,-4.549
-1.882,-10.667,-3.294
-0.941,-8.941,-2.51
-2.824,-5.647,-4.392
-1.882,-8.941,-3.765
-1.255,-8.941,-4.863
1.255,-10.039,-3.922
2.353,-10.353,-4.078
2.039,-10.353,-3.608
1.725,-11.137,-2.039
1.412,-9.725,-2.667
0.784,-8.784,-2.98
0.941,-9.412,-3.137
0.471,-8.941,-4.392
0.471,-9.569,-4.235
0.627,-9.255,-4.706
0.627,-9.569,-4.706
2.824,-9.882,-3.608
2.98,-9.255,-4.549
3.608,-10.039,-3.137
2.667,-10.039,-4.078
1.569,-9.412,-4.078
0,-9.098,-3.922
-0.471,-8.627,-4.078
-0.471,-8.471,-4.078
0.157,-9.098,-4.235
0.157,-10.196,-4.863
0.471,-10.51,-4.392
-0.627,-10.196,-3.765
-0.471,-10.196,-2.51
-0.157,-10.353,-1.412
0.471,-11.608,-1.098
0.471,-12.078,-0.941
-0.471,-13.333,-1.255
-0.471,-14.275,-1.412
-0.314,-15.529,-2.51
-0.157,-16.314,-2.824
0.157,-16.627,-2.824
0.471,-16.941,-0.314
0.941,-17.412,-0.314
2.353,-18.824,-0.314
3.137,-19.294,0
4.549,-20.392,0.784
5.804,-21.647,3.294
7.843,-23.843,2.51
7.843,-24.941,0.784
5.647,-24,-0.941
0.627,-23.373,-3.608
1.725,-25.255,-2.196
14.588,-25.255,-9.725
21.647,-23.843,-12.078
15.686,-23.686,-7.216
5.804,-19.765,-8.941
0.471,-19.451,-8.627
-1.569,-18.353,-12.549
-3.294,-12.706,-8.784
2.51,-11.765,-4.549
6.902,-13.176,-3.294
15.529,-12.549,0.784
16,-9.098,2.667
11.137,-3.451,2.51
4.392,-3.137,1.882
2.196,-2.824,1.098
2.196,-2.51,0.471
2.98,-2.824,0.471
4.392,-4.863,0.784
4.706,-5.02,0.784
4.235,-5.333,0.627
2.51,-5.961,0.784
1.882,-6.431,0.471
1.569,-7.216,0.314
1.725,-7.373,-0.314
1.882,-8.941,-1.255
1.569,-9.569,-2.039
0.784,-10.51,-2.98
1.098,-10.824,-3.608
0.627,-13.176,-4.392
-0.784,-15.059,-6.118
-1.255,-15.843,-6.902
-1.725,-16.784,-8.471
-2.196,-17.255,-9.412
-5.49,-19.137,-10.51
-8.157,-19.922,-11.451
-14.902,-22.118,-13.176
-18.667,-23.529,-14.431
-26.039,-25.882,-18.98
-29.49,-23.373,-22.745
-29.804,-19.294,-23.373
-27.765,-12.235,-22.431
-27.608,-8.941,-22.588
-28.392,-2.353,-22.118
-30.745,-1.412,-22.902
-33.412,-1.255,-25.098
-36.235,-3.922,-21.333
-35.451,-5.176,-20.235
-23.843,-7.373,-23.686
-6.431,-14.902,-7.373
58.196,-39.686,10.824
7.529,-37.961,-11.765
-41.255,-25.725,-9.569
-15.529,-14.275,9.725
5.176,-9.412,-4.549
-17.569,10.824,-12.549
-14.902,9.255,-11.765
-5.961,-13.02,-3.608
-7.373,-15.686,-2.98
-6.745,-13.647,-6.275
-3.765,-14.431,-5.02
-2.196,-14.588,-5.804
-0.157,-11.451,-2.824
-0.314,-9.098,-1.725
-3.294,-6.588,-1.725
-2.824,-7.529,-2.51
-1.725,-8.314,-4.235
-0.157,-9.255,-5.02
1.882,-10.824,-4.863
2.039,-10.51,-5.49
2.039,-11.922,-3.137
0,-8.314,-3.608
0.314,-7.843,-2.98
0.314,-8.471,-2.196
0.471,-8.627,-3.294
1.255,-10.51,-3.137
0.627,-10.667,-3.765
0.941,-10.353,-4.549
2.039,-10.196,-4.392
2.196,-9.725,-4.706
2.353,-10.667,-2.98
1.725,-10.51,-3.294
0.157,-9.882,-3.294
-0.627,-9.882,-3.137
-0.784,-9.882,-3.294
-0.941,-9.569,-3.294
-0.941,-9.412,-3.765
-0.471,-9.725,-4.863
-0.314,-9.882,-4.863
-0.784,-9.882,-4.863
-0.784,-10.196,-4.235
-1.098,-9.569,-3.137
-0.471,-9.569,-2.196
0.314,-9.725,-2.039
1.569,-11.294,-1.098
1.412,-12.235,-2.039
0,-13.176,-2.824
-0.157,-14.275,-2.667
-0.314,-15.373,-2.98
-0.784,-15.686,-2.51
0,-16.784,-0.784
0.314,-16.627,-0.471
2.039,-17.882,0.471
3.137,-18.667,0.314
4.235,-20.392,3.922
8.157,-23.373,2.51
6.902,-24.157,2.039
6.588,-23.686,0.784
6.118,-22.275,-2.51
4.549,-24.471,-4.863
5.647,-28.235,-7.529
15.059,-27.451,-11.608
23.529,-24.941,-14.118
18.98,-23.843,-10.353
2.039,-20.235,-5.02
0,-17.725,-6.902
-1.569,-20.078,-10.353
-2.51,-17.098,-7.686
2.98,-12.863,-4.863
12.078,-14.745,-1.255
15.373,-13.647,0.941
13.176,-7.373,2.51
10.667,-4.549,3.137
5.49,-3.451,2.196
3.451,-3.294,1.255
3.608,-3.765,1.098
4.706,-4.392,1.412
5.647,-6.275,1.882
5.647,-7.373,2.196
5.176,-7.843,2.196
2.824,-8.314,2.353
2.353,-8.627,1.725
2.51,-8.941,1.569
2.51,-9.725,0.941
1.725,-11.922,0.157
1.098,-13.02,-0.784
0.941,-13.647,-1.255
0.784,-16,-2.353
-0.471,-17.255,-3.137
-2.196,-18.98,-5.333
-2.667,-19.451,-6.118
-3.451,-19.765,-8.471
-4.235,-19.765,-9.725
-8.314,-20.078,-12.392
-14.431,-20.549,-14.118
-17.725,-21.49,-14.588
-24.627,-24.627,-16.314
-27.765,-25.882,-18.667
-33.255,-23.216,-23.216
-34.667,-18.51,-25.255
-30.902,-10.196,-26.667
-26.98,-2.667,-27.922
-28.235,-0.157,-27.608
-34.51,2.353,-27.137
-37.647,3.137,-26.353
-39.059,-0.627,-22.275
-35.608,-2.98,-20.392
-23.686,-8,-18.667
-20.392,-5.176,-15.059
28.078,-21.333,8.471
64.314,-33.569,-3.608
-6.588,-32.941,-18.196
-47.843,-24.627,-13.49
-5.176,-18.667,5.804
0.157,-9.255,-6.902
-18.353,6.275,-5.961
-5.02,2.667,-7.059
-7.373,-12.392,-6.118
-8.627,-12.549,-7.216
-5.333,-12.863,-5.333
-5.647,-14.431,-2.353
-2.667,-14.118,-4.549
-1.569,-12.549,-3.608
-1.882,-9.098,-1.098
-2.196,-6.902,-2.98
-3.608,-8.314,-2.039
-2.51,-9.569,-4.706
-0.471,-9.569,-4.863
2.353,-9.882,-4.235
2.51,-9.412,-4.863
2.039,-11.137,-2.353
2.353,-10.039,-2.98
1.098,-8.627,-4.078
1.412,-8.784,-3.765
0.941,-8.157,-4.392
1.255,-10.039,-3.451
1.098,-9.882,-4.078
1.569,-9.412,-4.549
1.255,-9.882,-3.765
4.078,-9.098,-4.392
3.137,-8.627,-3.765
1.882,-10.353,-2.98
-0.627,-9.569,-3.137
-0.784,-10.039,-2.51
-0.157,-9.725,-2.824
-0.314,-9.412,-3.294
-0.314,-10.196,-3.294
-0.157,-10.353,-3.608
-0.314,-10.353,-4.549
-0.941,-10.51,-3.608
0,-10.824,-3.137
-0.627,-10.51,-2.51
-0.157,-10.667,-1.255
0.314,-11.922,-0.941
0.157,-12.549,-1.725
0.157,-14.431,-1.725
-0.157,-14.588,-2.824
-0.784,-15.529,-2.353
-0.941,-15.843,-2.196
-1.255,-15.686,-1.412
0.157,-17.098,-0.314
0.784,-17.569,-0.157
2.353,-18.353,0.471
2.824,-18.667,1.098
5.02,-20.706,4.706
8.157,-22.431,6.275
6.118,-23.059,2.039
7.373,-23.059,-0.627
5.176,-23.373,-2.824
3.922,-26.98,-6.588
10.039,-26.196,-12.235
19.922,-25.882,-11.137
16.471,-24.784,-7.373
8.157,-19.922,-8
-0.471,-20.392,-6.902
-1.882,-21.176,-8.157
0.157,-13.647,-8.471
4.549,-12.078,-8.784
10.98,-14.745,-1.412
15.373,-15.529,0.627
15.059,-10.039,2.51
12.078,-6.588,2.667
5.49,-3.294,1.725
2.196,-2.824,0.471
2.667,-2.353,0.314
5.02,-3.765,1.255
5.647,-4.706,0.941
5.333,-5.961,0.941
4.706,-5.961,1.098
2.824,-6.745,0.941
1.882,-7.059,0.314
2.353,-7.373,0.471
2.51,-8.627,-0.314
2.353,-9.569,-0.627
1.255,-11.765,-1.725
0.941,-12.549,-2.039
0.941,-13.647,-2.824
0.157,-14.902,-3.137
-0.941,-16.941,-4.549
-1.725,-18.824,-5.647
-2.196,-19.451,-6.118
-3.608,-20.706,-7.843
-5.333,-21.333,-9.098
-10.353,-22.745,-11.137
-13.804,-23.373,-11.608
-20.235,-25.725,-12.549
-24,-27.294,-14.431
-26.039,-26.98,-15.843
-27.765,-21.49,-18.353
-25.882,-18.353,-19.608
-21.647,-10.824,-23.216
-22.745,-6.588,-25.569
-30.902,-0.784,-26.98
-35.765,1.098,-26.824
-40.314,0,-22.118
-36.078,-8,-18.196
-29.49,-10.039,-17.725
-26.196,-6.745,-16.941
-23.843,-5.961,-14.431
33.098,-26.353,10.667
80,-37.02,15.059
-1.098,-29.804,-15.686
-59.608,-29.176,-9.412
-6.118,-14.275,5.961
-9.882,-12.549,-2.039
-19.608,4.549,-12.706
-5.961,3.451,-12.078
-3.451,-7.216,-5.333
-8,-14.431,-4.549
-5.961,-13.804,-6.275
-5.961,-12.863,-5.176
-2.353,-14.118,-2.824
-0.314,-12.863,-3.294
-0.314,-9.725,-2.039
-0.941,-8.314,-2.98
-2.824,-8,-1.412
-2.51,-8.784,-1.725
-1.882,-9.725,-3.137
0,-10.51,-2.51
2.196,-10.039,-5.333
2.667,-10.824,-2.353
2.667,-10.196,-2.98
0.941,-9.098,-3.922
0.157,-9.098,-3.137
0,-8.157,-3.137
0.157,-8.627,-2.98
1.255,-10.039,-2.667
1.412,-9.569,-3.451
2.196,-10.196,-2.51
1.882,-9.412,-3.765
2.039,-9.412,-3.765
1.412,-9.882,-3.451
1.255,-9.725,-3.608
0.627,-10.196,-3.608
0.157,-9.569,-3.922
-0.784,-9.255,-3.451
-0.471,-9.882,-3.294
-0.314,-10.196,-3.451
-0.784,-10.353,-4.392
-1.098,-10.667,-4.078
-0.784,-10.353,-3.294
-0.471,-10.353,-2.353
-0.157,-10.51,-1.255
0.314,-10.824,-1.098
0,-11.137,-1.098
0.314,-12.863,-1.412
0.157,-13.49,-2.039
-0.471,-14.902,-2.667
-0.471,-15.373,-2.98
-0.314,-15.843,-2.98
-0.157,-16,-2.039
0.157,-16.627,-1.098
0.941,-18.353,-0.157
1.725,-18.51,-0.314
2.353,-18.98,-0.784
3.137,-19.765,0.314
8,-22.275,4.235
7.843,-22.588,1.725
6.902,-24,-0.157
5.647,-23.843,-5.961
4.235,-25.255,-6.588
8.314,-27.765,-5.333
12.863,-25.882,-9.882
18.039,-21.804,-11.451
13.02,-21.176,-8.471
0.784,-18.039,-7.216
-0.627,-17.569,-8
-1.255,-16.627,-9.569
5.02,-14.275,-5.647
8.941,-15.373,-2.039
13.961,-15.373,0.471
14.745,-12.392,2.039
10.51,-5.961,2.667
8.157,-4.706,2.196
3.608,-4.549,1.412
2.98,-4.235,1.098
3.765,-3.765,1.412
3.922,-4.863,1.569
3.765,-5.333,1.569
3.608,-6.118,1.412
3.294,-6.275,1.255
2.824,-6.902,1.412
2.51,-7.529,1.412
1.882,-8.627,1.098
0.941,-9.882,0.157
0.627,-10.353,-0.157
0.627,-11.922,-1.569
0.784,-12.392,-2.039
-0.157,-13.961,-2.98
-0.784,-14.745,-3.294
-2.824,-16.157,-5.49
-3.137,-16.471,-6.118
-4.078,-17.412,-8.314
-5.647,-18.824,-10.039
-7.059,-19.137,-10.824
-11.294,-20.392,-13.333
-14.902,-22.275,-14.118
-22.431,-24.941,-16.941
-25.255,-25.569,-18.196
-29.961,-23.686,-19.922
-30.275,-17.255,-18.196
-28.706,-14.745,-16.941
-24.784,-9.255,-18.039
-25.412,-6.588,-19.922
-32.784,-1.098,-23.373
-35.922,0.941,-23.686
-37.647,0,-20.235
-34.824,-3.765,-18.51
-30.275,-8.471,-17.098
-9.725,-10.039,-17.882
22.902,-22.745,0.941
56.941,-36.863,-3.765
-6.588,-33.569,-18.824
-42.039,-16.627,-9.569
-3.137,-15.529,9.882
-2.51,-13.804,-5.804
-20.235,10.039,-17.569
-10.824,5.176,-11.608
-8.627,-12.392,-6.431
-8.941,-15.059,-2.196
-4.549,-12.235,-5.961
-5.02,-13.176,-3.765
-1.412,-14.588,-5.333
-1.882,-13.647,-3.608
-2.353,-9.098,-1.255
-3.294,-6.745,-1.725
-2.824,-7.843,-1.255
-2.039,-9.882,-3.922
-0.627,-10.353,-4.078
2.196,-10.196,-5.333
2.196,-9.882,-5.49
2.98,-10.353,-2.196
1.725,-8.471,-3.922
1.882,-8.941,-3.137
1.098,-8.627,-3.294
0.471,-8.627,-3.765
0.941,-10.353,-3.137
0.784,-10.353,-3.608
0.784,-10.353,-3.922
0.941,-10.353,-4.549
1.412,-10.667,-3.608
1.569,-11.451,-2.824
0.471,-11.137,-3.137
-0.471,-10.667,-2.98
-1.098,-10.51,-2.667
-0.627,-9.882,-2.353
-0.471,-9.725,-2.98
-0.157,-10.196,-3.294
0.157,-10.667,-4.235
-0.157,-10.51,-3.765
0,-10.039,-3.294
0,-9.882,-3.137
-0.314,-9.725,-2.196
0.314,-10.196,-1.412
1.255,-10.98,-1.882
1.412,-12.078,-2.039
1.412,-13.961,-2.824
0.314,-15.216,-3.294
0,-15.686,-3.294
-0.157,-16,-1.882
0.314,-16.314,-0.941
2.196,-17.255,0
2.98,-17.725,0.314
5.49,-18.51,0.627
4.863,-18.667,1.098
8.157,-21.333,5.961
7.529,-22.118,0.314
5.804,-22.275,-1.569
5.961,-23.216,-6.275
6.745,-24.941,-7.529
10.039,-29.176,-6.745
12.706,-28.863,-8.157
18.196,-24.471,-10.824
8.157,-21.804,-7.686
2.039,-19.922,-6.431
0.314,-19.608,-9.098
1.098,-17.412,-10.667
4.392,-14.431,-8.471
8.471,-14.902,-3.608
14.745,-15.686,-0.314
15.529,-13.333,0.941
11.451,-6.431,2.667
5.961,-3.765,2.353
3.137,-3.922,1.569
2.196,-3.608,0.314
3.451,-3.608,0.471
5.176,-4.549,1.098
5.804,-5.333,1.098
5.49,-6.745,1.255
3.922,-7.529,1.098
3.137,-7.843,1.098
2.353,-8.627,0.314
2.196,-8.941,-0.314
1.882,-10.196,-1.098
1.569,-10.667,-1.569
1.098,-12.235,-2.824
0.784,-13.02,-2.98
0.314,-15.059,-3.765
-1.255,-16.784,-5.49
-2.196,-17.725,-6.745
-4.392,-18.667,-8.627
-5.647,-18.667,-9.569
-8.314,-18.667,-11.765
-9.882,-18.98,-12.392
-14.118,-20.549,-13.333
-19.294,-23.843,-15.216
-22.588,-25.412,-16.784
-29.647,-25.098,-20.549
-32.941,-22.275,-21.961
-33.882,-13.176,-22.275
-31.686,-10.039,-21.333
-29.176,-5.49,-19.922
-30.745,-3.922,-20.078
-37.02,-0.157,-22.745
-37.961,0,-21.333
-34.196,-3.608,-20.392
-31.686,-6.118,-17.882
-27.451,-4.549,-18.039
8.157,-11.765,-13.176
53.647,-27.608,8.784
9.725,-35.608,-15.373
-50.824,-26.51,-10.196
-10.98,-16,4.078
6.275,-14.588,-6.902
-12.863,-2.039,-5.804
-10.667,5.647,-5.804
-3.765,-4.706,-3.294
-7.216,-12.235,-4.078
-4.078,-12.706,-5.961
-2.667,-14.118,-5.49
-1.882,-14.275,-5.804
-2.196,-12.706,-4.392
-1.412,-8.784,-1.569
-2.039,-7.373,-2.353
-3.451,-7.686,-3.294
-1.255,-8,-4.078
0.627,-9.098,-4.078
1.882,-10.353,-3.608
2.353,-10.51,-5.333
2.039,-11.137,-3.451
1.098,-10.196,-3.608
0.314,-8.627,-3.294
0.784,-9.098,-2.51
1.098,-8.784,-4.078
1.412,-9.255,-4.078
1.882,-10.51,-4.549
0.627,-11.294,-4.392
1.098,-12.078,-3.451
-0.157,-11.137,-2.98
0,-10.824,-2.51
-1.098,-10.196,-2.51
-1.569,-9.725,-2.98
-1.725,-9.725,-2.98
-1.098,-9.882,-2.98
-0.157,-10.353,-4.549
0.157,-10.353,-4.235
1.569,-10.039,-4.078
2.196,-9.255,-3.922
2.353,-9.098,-3.765
1.569,-10.039,-3.608
1.412,-10.824,-2.98
0.627,-13.02,-3.608
0.314,-14.902,-2.98
0.471,-16,-2.039
1.255,-17.569,-2.51
1.098,-18.196,-1.255
1.882,-18.51,-0.157
2.196,-18.51,0.471
4.078,-19.451,1.412
5.49,-20.078,2.667
7.529,-20.863,3.137
10.824,-23.216,7.686
11.922,-22.431,1.569
5.804,-23.216,-5.02
5.961,-24.784,-6.431
8.784,-29.49,-5.647
11.451,-30.588,-8
21.176,-27.294,-13.333
11.765,-24.627,-8.941
5.647,-21.961,-8
0.314,-21.333,-8.627
2.824,-19.294,-12.549
3.765,-14.588,-9.725
7.843,-15.216,-4.863
16.784,-17.882,-0.627
18.667,-15.529,0.627
14.275,-8.627,3.608
8.157,-4.549,3.294
5.333,-4.078,2.98
3.137,-3.765,2.039
4.235,-3.608,2.51
5.804,-5.176,2.824
5.961,-5.961,2.824
5.49,-8,2.667
4.706,-8.627,2.667
4.078,-8.784,2.353
3.137,-9.569,1.725
2.667,-10.353,1.098
2.039,-11.294,-0.157
1.569,-12.078,-0.471
0.941,-13.49,-1.882
0.784,-14.745,-2.667
-0.941,-17.569,-3.922
